epoch,total_loss,synergy_loss,main_loss,ortho_loss,diff_loss,gran_loss,val_recall@1,val_i2t_recall@1,val_t2i_recall@1,val_recall@5,val_recall@10,val_mrr
200,0.144228,0.022076,0.351192,0.295478,4.849355,0.153187,0.5787,0.623,0.5343,0.8678,0.9313,0.7024
201,0.145498,0.022606,0.360918,0.284402,4.849356,0.159595,0.636,0.6217,0.6503,0.8692,0.9218,0.7393
202,0.14243,0.022692,0.355053,0.274588,4.849347,0.154821,0.3327,0.3683,0.297,0.617,0.7367,0.463
203,0.137181,0.021243,0.346989,0.261326,4.849343,0.147765,0.6545,0.7073,0.6017,0.9037,0.9467,0.7608
204,0.13813,0.021009,0.342053,0.276162,4.849341,0.146391,0.8067,0.8283,0.785,0.9603,0.9823,0.875
205,0.133278,0.021162,0.344893,0.236449,4.849339,0.150773,0.5682,0.58,0.5563,0.8245,0.892,0.6826
206,0.138981,0.022056,0.34727,0.267114,4.849347,0.151235,0.6323,0.7017,0.563,0.8562,0.9178,0.7323
207,0.137373,0.020899,0.344217,0.267723,4.849341,0.147871,0.557,0.6007,0.5133,0.8092,0.8792,0.6699
208,0.13506,0.020261,0.338846,0.263179,4.849345,0.146441,0.6118,0.6427,0.581,0.8565,0.9128,0.7189
209,0.136334,0.021734,0.344492,0.254875,4.849338,0.150765,0.5992,0.654,0.5443,0.8772,0.938,0.7196
210,0.130992,0.020664,0.338834,0.235187,4.849334,0.145159,0.5568,0.6167,0.497,0.8258,0.8987,0.6755
211,0.14164,0.020842,0.344824,0.294544,4.849335,0.149466,0.4508,0.5083,0.3933,0.7452,0.8443,0.5827
212,0.143155,0.021398,0.346638,0.29834,4.849334,0.151683,0.5743,0.7,0.4487,0.8288,0.9043,0.6872
213,0.13396,0.021661,0.346271,0.236873,4.849342,0.150952,0.4395,0.514,0.365,0.7347,0.8383,0.5745
214,0.13327,0.020849,0.337389,0.251835,4.849332,0.14465,0.5193,0.59,0.4487,0.7897,0.8612,0.6366
215,0.129216,0.020154,0.329559,0.240436,4.849334,0.14138,0.6045,0.6393,0.5697,0.8382,0.9028,0.7098
216,0.128011,0.020413,0.330176,0.23019,4.849337,0.141794,0.474,0.5353,0.4127,0.7452,0.8323,0.5952
217,0.132114,0.020208,0.330365,0.257854,4.849338,0.142284,0.5147,0.604,0.4253,0.792,0.8698,0.6375
218,0.132751,0.020334,0.327575,0.266347,4.849334,0.140667,0.456,0.4763,0.4357,0.7453,0.8308,0.5825
219,0.129997,0.019204,0.329873,0.251004,4.849337,0.138898,0.3167,0.406,0.2273,0.6053,0.7262,0.4493
220,0.134242,0.019996,0.333008,0.268994,4.84934,0.142935,0.4173,0.482,0.3527,0.7263,0.8328,0.5567
221,0.132355,0.020781,0.332439,0.254175,4.849342,0.142334,0.5632,0.6373,0.489,0.817,0.886,0.6759
222,0.12867,0.01891,0.326217,0.250536,4.849329,0.135545,0.4375,0.5167,0.3583,0.726,0.817,0.5683
